"Mainextract_Commentaire","Mainextract_Date"
"Nous rentrons d'un séjour de 11 jours aux bois francs. J'avais peur vue les commentaires mais nous avons été agréablement surpris. Cottage propre (vieux oui mais nous le savions), pb d'eau chaude résolue dans les minutes qui ont suivie notre appel, parc agréable, personnel top,...Plus","Date du séjour : septembre 2018"
"Malgré ce vieillissement des lieux, nous restons attachés aux bois francs où enfants et petits enfants s'amusent ,et nous, parents et grands-parents prenons plaisirs à les voir heureux. Ces lieux nous permettent des moments de convivialités inoubliables. S'il fallait noter notre appréciation pour les différents...Plus","Date du séjour : septembre 2018"
"","Date du séjour : septembre 2018"
"client depuis de nombreuses années, le centre est toujours attractif pour un séjour en famille mais il ressort parfois un manque d'entretien de certains espaces (terrasse de cottages et leurs chaises longues, canapés inchangés. Le personnel pour les réservations d'activités n'est pas toujours aimable","Date du séjour : septembre 2018"
"","Date du séjour : septembre 2018"
"Je rentre de un séjour à center parc les bois francs ce parc et notamment l aqua Mundo sont très vieillissant il manque des bouts de carrelage et pour la première fois de ma vie je suis rentré avec des plaques sur le corps je...Plus","Date du séjour : septembre 2018"
"Très très déçus de notre arrivée, la chambre d'hôtel en très mauvais état (moquette décolorée, carrelage de la salle de bain tâché, cheveux retrouvés un peu partout, moustiques écrasés sur les murs, fenêtre du balcon fissurée...), nous avons donc demandés à être changé d'endroit de...Plus","Date du séjour : septembre 2018"
"Nous avons séjourné dans un cottage type pagode rénové récemment donc rien à dire sur le cottage (hormis le fait qu'il soit un peu loin, nous avons donc loué des vélos) L'aquamondo commence à veillir sérieusement. Jaccuzi a peine plus chauds que la piscine, les...Plus","Date du séjour : septembre 2018"
"Plus","Date du séjour : septembre 2018"
"Plus","Date du séjour : août 2018"
"Le domaine est vieillissant, quelques travaux de renovation s'imposent. Notre cottage était mal entretenu, ménage mediocre.... sinon à part ça, un week-end calme et reposant en famille ! La rivière sauvage toujours aussi bien !!","Date du séjour : août 2018"
"Plus","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"Extrêmement déçu du séjour surtout concernant la qualité du cottage : un cottage Pagode VIP apparement remis à neuf selon la brochure : une des 2 baignoires/bain à bulle ne fonctionnait pas, la TV dans la chambre à l'étage ne donnait que 5 chaines étrangères,...Plus","Date du séjour : août 2018"
"Parcs un peu vieillissant mais toujours aussi agréable.De bons moments de partages et d'amusements.Idéal pour des séjours en famille ou entre amis.A tester également en hiver pour une ambiance plus cocooning et des sensations thermiques différentes.","Date du séjour : septembre 2018"
"","Date du séjour : septembre 2018"
"séjour agréable avec des activité un peut excessif, des odeur de remonter dégoût sur la terrasse du Quick et au bowling, une clim sens cache du coup tout le monde peut mettre c est doit dedans. Pour le prix du séjour il pourrait investir un...Plus","Date du séjour : septembre 2018"
"Plus","Date du séjour : septembre 2018"
"Nos vacances se sont passés en période hors scolaire. L'accès au cottage est pratique; Nous avons pu planifié et réservé les activités et restaurant le jour même de notre arrivée.Nous avons apprécié le calme,l'accès facile aux activités exercées avec une monitrice agréable, pédagogue.","Date du séjour : septembre 2018"
"Très bon séjour relaxantNous avons pu pêcher dans les divers étangsNous avons profité du centre aquatique super...Et avons pris un massage de rêve au spa jeep nature avec du personnel très souriant, compétentSeule ombre au tableau : L entretien des extérieurs du parc, les allées...Plus","Date du séjour : août 2018"
"Plus","Date du séjour : août 2018"
"très agréable et reposant , très facile de se déplacer en vélo , sécurité efficace et rassurante , nous avons passé un très agréable séjour , avec un temps malgré tout assez mitigé , tout était parfait","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"Grande déception en comparaison avec autres Center Parcs dont nous avons été clients.A notre arrivée télé en panne (remplacée le jour même) et four micro ondes (remplacé 2 jours après).Pour les personnes à mobilité réduite pas de barres de sécurité aux wc et à la...Plus","Date du séjour : août 2018"
"Plus","Date du séjour : août 2018"
"pas decus de notre sejour au bois francs, cottage tres propre et fonctionnel rien a dire a part peu etre l'entretien exterieur des aniens cottages, sinon nous y retournerons sans soucis, la prochaine fois on essaiera un autre, surement le bois aux daims ou en...Plus","Date du séjour : août 2018"
"le faite que ce n est pas loin de Paris nous pouvons y aller facilement mais le center parc des bois Franc à vieillit il faudrait le revoir . nous étions a l hôtel belle chambre mais peinture à refaire ainsi que la robinetterie ....Plus","Date du séjour : août 2018"
"Nous adorons Center Parc alors après deux fois en Belgique puis le lac de l’ailette et les hauts de bruyères nous avons été au bois franc. Celui-ci nous ne le referons plus. Nous avons passé des vacances agréables mais pour un cottage VIP manque une...Plus","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"ca fait plusieurs annees que nous venons entre amis avec les enfants , nous n'avons pas pu avoir un cottage pres de nos amis mais nous avons passes un agreable sejour , silence , nature , piscine . personnel agreable reaction rapide et serieuse","Date du séjour : août 2018"
"Plus","Date du séjour : août 2018"
"On y est allé ce week-end en famille. L'accueil est chaleureux et on nous donne ce qu'il faut pour que le séjour se passe bien. En arrivant dans le cottage (VIP) commencent les surprises avec un WIFI qui ne marche pas, on nous demande un...Plus","Date du séjour : août 2018"
"Le cottage que nous avions eu était très confortable et chaleureux. Tout y était fonctionnel ou presque. La propreté était correcte sans être dans les détails. La vue sur les bois est fantastique. Beaucoup d'activités ferment très tôt ce que je trouve dommage en été....Plus","Date du séjour : août 2018"
"Plus","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"problème signalé à la sécurité en pleine nuit d'orage non résolu et non signalé notre souci est de savoir si en cas de réel problème île service sécurité est capable de réagir correctement.Les cottage sont sales.Plus","Date du séjour : août 2018"
"Beaucoup trop d'activités fermés. Les sols de la piscine ne sont jamais passés à la raclette, les casiers sont pour beaucoup cassés. Dans le bungalow la propreté est à revoir... Le micro onde fonctionnait également très mal. La qualité à nettement baissé","Date du séjour : août 2018"
"Super séjour en famille, nombreuses activités , parc très propre. Les locations sont niquel .la literie est très confortable .Le complexe aquatiques est géniale et très bien entretenue.Nous reviendrons sans aucune hésitation.","Date du séjour : août 2018"
"Cottage rendu en retard pour finir le ménage.. ou pas!miettes, ongles,cheveux et saletés partout sur le sol,canapé, salle de bain, confiture sur les tables, toile d'araignée avec sa propriétaire encore bien en place! Inadmissible!cottage non entretenu néon cassé, structure abîmé, mur, sauna et canapé sale...Plus","Date du séjour : août 2018"
"Très bon séjour passé entre amis malgré un parc très vieillissant et en mauvais état. Évier bouché, porte de chambre forcée, gaziniere un sur deux qui fonctionne et hygiène à revoir!! Concernant la piscine : plusieurs vestiaires sans portes ni banc et nager avec cheveux...Plus","Date du séjour : août 2018"
"Le cottage que nous avions loué était comme on dit « dans son jus »Les équipements fonctionnaient mal (hotte,lave vaisselle,micro ondes) et surtout c’était sale.Le ménage n’était pas du tout fait.Vu les tarifs,c’est pour moi inadmissible! Surtout avec un tout petit de 11 mois.Malgré tout,nous avons apprécié...Plus","Date du séjour : août 2018"
"Le parc des bois franc s améliore énormément les cotage sont refait à neuf la piscine bien mieux entretenue que l année passé toujours un moment agréable en famille activités à prix très abordable moins de 15 euros","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"Si vous cherchez des cotages sentant bon le neuf, une piscine agreable et des vestiaires propres... ne venez pas en Normandie !Ce parc à sérieusement besoin d'une ""très "" grosse rénovation !Préférez l'Aisne plus récentPlus","Date du séjour : août 2018"
"Ne venez surtout pas dans ce Center parcs Trop vétuste il faudrait le refaire entièrement Nos vacances complètement gâché Rien ne fonctionne, personnelles non qualifiés La direction absente pour toutes réclamation Payé 1800 euros et en geste commercial on vous offre un bowling Super Pas...Plus","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"Séjour entres soeurs en chambre d'hôtel. Hotel sans accueil et rien pour cuisiner dans les chambres. Dans un cottage il y a tout pour cuisiné, nous avons été dans un hôtel car c'est le seul logement qui est proposé pour 2 personnes, nous devrions avoir...Plus","Date du séjour : août 2018"
"Nous avons passé un bon séjour mais il y’a certain point à revoir tout d’abord les indications sur les panneaux pour pouvoir accéder au parking à pied sans faire un tour de plus de 30 minutes. L’éclairage de nuit aussi pour éviter les tordages de...Plus","Date du séjour : août 2018"
"Séjour très agréable mes filles se sont éclatées il y en a pour tous , nous faisant oublier les petits désagrément eau froide dans cottage infrastructures un peu vieillissantes carrelage extérieur de la piscine à refaire sinon top pour un total dépaysement j ai adoré...Plus","Date du séjour : août 2018"
"Séjour agréable et reposant au cœur de la forêt des Bois-Francs par contre seul bémol à notre voyage les activités sont hors de prix en dehors de la piscine qui est gratuite à volonté. Endroit magnifique","Date du séjour : août 2018"
"Domaine intéressant et propre. Personnel à disposition et sympathique.Activités trop chères et pas d'animations après 23h00 (restau, bars, jeux..) dommage pour les adultes.Cottages en très bon état. Hôtel propre mais lugubre.","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"","Date du séjour : août 2018"
"J'ai passé 4 jours sur place avec femme et enfants. J'ai pris le temps de mettre un avis, car juste avant de partir j'ai regardé les avis récents, et j'ai très mal dormi car je m’apprêtai à vivre un véritable koh-lanta, dans un cottage insalubre,...Plus","Date du séjour : août 2018"
